30, 19, 28, 11, 36, 24, 31, 27, 34, 20, 24, 25, 11, 2, 7, 31, 6, 3, 32, 14, 20, 13, 13, 21, 14, 9, 9, 23, 2, 24,
0, 30, 19, 31, 1, 4, 27, 3, 6, 27, 24, 7, 35, 8, 11, 1, 20, 29, 31, 10, 34, 28, 20, 33, 6, 11, 9, 8, 11, 33,
8, 9, 17, 11, 29, 27, 20, 21, 27, 36, 25, 21, 25, 19, 0, 1, 7, 34, 32, 23, 33, 15, 5, 18, 31, 23, 23, 24, 15, 31,
24, 21, 19, 16, 28, 7, 5, 10, 7, 31, 15, 27, 28, 15, 6, 25, 26, 11, 14, 7, 34, 14, 28, 1, 23, 25, 2, 26, 34, 13,
10, 18, 11, 27, 32, 21, 17, 26, 8, 26, 6, 14, 29, 26, 21, 14, 17, 21, 7, 20, 9, 16, 22, 4, 21, 22, 9, 10, 31, 5,
19, 36, 5, 5, 6, 7, 6, 13, 29, 36, 13, 7, 20, 30, 26, 28, 28, 22, 2, 31, 36, 12, 1, 14, 16, 30, 10, 7, 12, 25,
10, 9, 32, 0, 31, 9, 16, 24, 17, 10, 10, 10, 29, 32, 23, 13, 5, 35, 0, 27, 20, 6, 26, 25, 5, 30, 7, 3, 29, 35,
20, 28, 30, 8, 0, 8, 12, 10, 9, 10, 1, 36, 10, 15, 16, 28, 3, 6, 28, 28, 36, 2, 5, 3, 35, 7, 17, 27, 35, 7,
1, 34, 34, 3, 16, 9, 30, 11, 18, 35, 33, 20, 0, 14, 19, 13, 29, 34, 17, 7, 21, 5, 2, 30, 20, 6, 19, 21, 33, 3,  
18, 9, 35, 16, 20, 15, 31, 23, 15, 35, 27, 22, 32, 32, 15, 23, 23, 4, 17, 34, 0, 25, 29, 31, 17, 17, 7, 19, 36, 29,
14, 8, 4, 1, 24, 8, 8, 19, 24, 28, 14, 22, 33, 28, 6, 31, 15, 10, 27, 29, 7, 5, 19, 6, 9, 12, 16, 1, 35, 36,
17, 1, 12, 9, 29, 16, 5, 15, 17, 24, 5, 24, 8, 9, 2, 5, 6, 24, 33, 16, 8, 19, 19, 3, 10, 13, 0, 28, 10, 32,
35, 27, 35, 19, 28, 19, 35, 3, 23, 1, 14, 32, 3, 29, 25, 28, 35, 23, 22, 2, 4, 19, 13, 29, 11, 3, 29, 16, 2, 22,
6, 3, 1, 13, 13, 35, 34, 25, 9, 34, 29, 19, 21, 2, 12, 17, 12, 5, 19, 30, 3, 8, 10, 19, 27, 19, 14, 33, 28, 27,
14, 20, 31, 22, 21, 30, 17, 36, 4, 14, 14, 20, 6, 10, 1, 8, 34, 31, 17, 12, 21, 8, 13, 15, 5, 24, 10, 14, 36, 26,
18, 29, 12, 9, 16, 6, 8, 16, 1, 26, 19, 35, 8, 36, 23, 14, 6, 9, 1, 7, 34, 31, 4, 27, 1, 6, 30, 16, 4, 9,
34, 33, 25, 36, 33, 12, 23, 7, 10, 18, 22, 5, 7, 32, 21, 19, 29, 27, 0, 34, 24, 18, 25, 17, 23, 20, 0, 22, 35, 8,
34, 5, 23, 1, 10, 15, 23, 16, 1, 11, 35, 17, 24, 10, 1, 27, 26, 7, 17, 27, 22, 16, 31, 1, 15, 19, 23, 11, 7, 18,
24, 17, 12, 36, 30, 36, 5, 19, 15, 33, 6, 7, 29, 14, 27, 15, 24, 18, 28, 35, 4, 5, 17, 6, 29, 33, 25, 9, 34, 7,
15, 31, 36, 36, 12, 17, 9, 10, 12, 23, 23, 26, 5, 15, 1, 24, 7, 23, 9, 30, 25, 32, 22, 23, 18, 33, 32, 9, 28, 25,
35, 28, 20, 7, 30, 14, 11, 0, 0, 2, 5, 15, 1, 17, 21, 27, 13, 7, 12, 13, 4, 13, 19, 18, 5, 34, 18, 21, 11, 32,
21, 3, 35, 20, 9, 14, 35, 7, 3, 5, 20, 27, 25, 10, 3, 12, 34, 31, 3, 11, 35, 18, 21, 17, 18, 33, 10, 15, 16, 32,
17, 9, 18, 2, 0, 7, 34, 7, 27, 1, 27, 25, 8, 16, 9, 20, 17, 23, 28, 23, 23, 7, 34, 4, 30, 11, 22, 8, 7, 19,
26, 21, 28, 5, 29, 25, 26, 22, 1, 0, 15, 12, 23, 9, 22, 5, 19, 23, 5, 4, 24, 34, 3, 15, 0, 24, 20, 23, 31, 29,
35, 13, 29, 16, 17, 31, 11, 28, 36, 15, 35, 25, 1, 17, 2, 0, 30, 24, 23, 24, 19, 14, 15, 27, 9, 18, 22, 30, 30, 24,
12, 31, 16, 35, 14, 25, 21, 5, 35, 4, 30, 15, 30, 2, 16, 12, 23, 31, 5, 28, 36, 20, 31, 16, 13, 15, 15, 6, 27, 7,
36, 8, 27, 18, 25, 31, 3, 14, 7, 22, 36, 11, 23, 4, 27, 13, 2, 26, 19, 0, 0, 6, 5, 36, 20, 31, 1, 34, 33, 9,
8, 0, 20, 28, 8, 24, 30, 14, 13, 23, 20, 35, 16, 13, 25, 33, 31, 34, 30, 26, 10, 8, 0, 28, 36, 17, 22, 13, 2, 35,
2, 31, 24, 26, 3, 35, 22, 5, 25, 2, 9, 18, 25, 32, 0, 9, 17, 9, 6, 29, 5, 15, 36, 15, 22, 36, 9, 18, 11, 3,
30, 13, 19, 5, 12, 31, 4, 7, 15, 7, 13, 1, 32, 14, 10, 23, 34, 35, 31, 4, 7, 13, 3, 32, 20, 27, 0, 11, 9, 21,
12, 32, 16, 32, 27, 7, 35, 3, 14, 28, 8, 22, 23, 36, 25, 24, 10, 33, 6, 5, 35, 28, 31, 21, 32, 28, 21, 22, 22, 27,
21, 32, 31, 15, 2, 36, 23, 12, 22, 23, 27, 8, 3, 22, 36, 26, 8, 4, 8, 19, 32, 36, 10, 14, 0, 21, 30, 18, 27, 16,
5, 26, 15, 6, 30, 28, 14, 26, 31, 34, 23, 19, 17, 1, 2, 13, 18, 30, 2, 23, 13, 17, 1, 7, 14, 25, 28, 1, 2, 27,
27, 27, 6, 34, 0, 19, 21, 33, 16, 11, 10, 19, 11, 15, 36, 16, 31, 15, 27, 18, 10, 1, 18, 4, 10, 30, 11, 33, 0, 15,  
31, 1, 2, 4, 5, 1, 2, 33, 13, 9, 35, 32, 4, 17, 23, 25, 18, 26, 25, 15, 29, 33, 33, 32, 34, 2, 19, 14, 7, 19,
7, 8, 31, 2, 3, 28, 31, 10, 9, 30, 17, 22, 27, 13, 2, 5, 14, 7, 31, 7, 22, 15, 20, 22, 14, 28, 23, 18, 23, 12,     
9, 19, 10, 11, 28, 16, 8, 17, 2, 26, 35, 12, 21, 17, 18, 9, 8, 21, 35, 30, 33, 30, 15, 3, 16, 33, 8, 1, 32, 13,
11, 9, 7, 26, 10, 31, 3, 30, 3, 26, 7, 2, 34, 11, 3, 15, 21, 7, 22, 13, 29, 8, 1, 12, 36, 21, 9, 8, 25, 24,
24, 4, 8, 19, 0, 22, 0, 7, 12, 20, 12, 35, 6, 35, 31, 20, 28, 18, 5, 20, 15, 27, 12, 25, 0, 10, 19, 34, 2, 24,
34, 0, 3, 19, 6, 14, 24, 19, 33, 1, 1, 30, 12, 23, 36, 25, 4, 35, 34, 6, 19, 26, 35, 21, 31, 32, 15, 21, 27, 8,
9, 25, 5, 26, 35, 26, 30, 34, 15, 35, 10, 2, 5, 13, 23, 24, 19, 35, 35, 25, 17, 3, 20, 4, 9, 21, 7, 13, 26, 22,
2, 32, 11, 9, 19, 34, 15, 14, 36, 18, 18, 35, 0, 23, 6, 32, 3, 23, 32, 1, 3, 0, 29, 16, 19, 28, 32, 30, 22, 1,     
27, 18, 25, 32, 23, 30, 4, 33, 33, 30, 3, 0, 17, 16, 32, 18, 11, 8, 11, 9, 11, 30, 36, 24, 35, 4, 29, 0, 16, 11,   
7, 26, 10, 0, 16, 11, 15, 16, 1, 28, 16, 16, 24, 27, 34, 31, 18, 33, 4, 12, 3, 33, 27, 20, 1, 4, 15, 28, 9, 23,   
5, 11, 1, 2, 7, 9, 7, 23, 36, 28, 17, 35, 32, 25, 21, 17, 14, 26, 7, 34, 6, 36, 29, 22, 17, 29, 23, 34, 21, 5,
13, 28, 5, 19, 0, 19, 17, 24, 12, 34, 22, 27, 1, 19, 36, 24, 2, 18, 28, 22, 4, 7, 1, 9, 23, 24, 19, 18, 8, 8,
9, 29, 7, 32, 14, 4, 20, 9, 17, 12, 14, 11, 32, 11, 8, 34, 6, 12, 30, 27, 0, 18, 3, 9, 10, 27, 34, 14, 15, 11,
15, 1, 4, 22, 30, 29, 34, 30, 11, 34, 22, 9, 23, 6, 9, 0, 26, 22, 4, 36, 12, 12, 13, 25, 30, 17, 9, 21, 33, 29,
9, 5, 23, 8, 17, 31, 31, 33, 30, 5, 8, 15, 28, 11, 5, 9, 36, 24, 4, 33, 32, 18, 25, 4, 14, 11, 25, 26, 32, 34,
31, 36, 25, 24, 10, 16, 17, 20, 14, 13, 17, 15, 32, 28, 33, 15, 30, 15, 22, 12, 23, 5, 2, 29, 2, 3, 12, 18, 22, 5,  
3, 4, 8, 9, 15, 22, 10, 29, 10, 32, 31, 9, 20, 1, 25, 10, 6, 11, 11, 26, 12, 11, 29, 32, 34, 30, 35, 13, 30, 24,
2, 32, 2, 17, 4, 19, 31, 5, 21, 1, 22, 22, 34, 5, 21, 6, 26, 23, 35, 7, 29, 8, 36, 33, 2, 32, 16, 13, 36, 14,
21, 9, 35, 3, 20, 31, 35, 20, 5, 9, 32, 16, 1, 0, 25, 23, 34, 12, 1, 15, 25, 3, 28, 12, 31, 7, 17, 36, 7, 22,
22, 5, 28, 0, 26, 15, 14, 22, 12, 10, 17, 36, 17, 6, 24, 6, 6, 23, 2, 27, 14, 24, 2, 21, 3, 0, 24, 33, 35, 29,      
20, 19, 2, 36, 15, 24, 31, 21, 0, 0, 23, 2, 30, 11, 20, 29, 12, 13, 10, 10, 20, 27, 23, 21, 25, 9, 34, 0, 31, 25,
33, 17, 29, 8, 35, 18, 3, 34, 31, 13, 17, 9, 33, 35, 36, 21, 18, 20, 27, 34, 21, 10, 33, 6, 0, 11, 10, 33, 9, 11,
14, 14, 29, 13, 25, 1, 22, 20, 35, 25, 35, 10, 33, 3, 11, 12, 28, 13, 29, 13, 7, 19, 9, 0, 33, 35, 9, 13, 15, 18,   
19, 19, 3, 13, 33, 15, 24, 36, 18, 11, 2, 1, 14, 14, 19, 33, 28, 20, 29, 8, 4, 1, 17, 27, 14, 32, 19, 32, 28, 36,
13, 10, 4, 35, 14, 3, 10, 3, 22, 11, 8, 15, 14, 0, 32, 24, 33, 17, 24, 3, 10, 13, 21, 16, 6, 31, 15, 8, 1, 22,
19, 36, 0, 35, 30, 36, 31, 24, 27, 12, 26, 7, 15, 11, 23, 12, 20, 18, 32, 13, 30, 13, 32, 14, 15, 9, 20, 36, 11, 30,
14, 36, 27, 17, 2, 36, 4, 12, 30, 28, 16, 29, 34, 18, 20, 7, 10, 17, 27, 21, 9, 6, 10, 32, 18, 22, 35, 36, 7, 10,
16, 4, 30, 25, 27, 32, 8, 7, 29, 10, 9, 16, 10, 20, 4, 13, 19, 26, 5, 0, 0, 33, 36, 15, 9, 26, 14, 15, 28, 25,
10, 27, 34, 8, 12, 9, 34, 10, 26, 2, 7, 14, 25, 8, 14, 19, 31, 32, 8, 11, 20, 19, 15, 17, 32, 4, 24, 0, 20, 20,

29, 32, 1, 12, 12, 7, 15, 34, 7, 33, 10, 16, 17, 9, 18, 23, 36, 1, 13, 18, 32, 16, 29, 7, 17, 28, 27, 13, 20, 22,
29, 21, 14, 33, 28, 2, 27, 12, 19, 1, 27, 23, 17, 16, 19, 28, 15, 22, 4, 25, 7, 29, 31, 6, 7, 25, 30, 29, 24, 31,

27, 27, 24, 10, 19, 16, 32, 19, 35, 32, 08, 11, 10, 07, 06, 33, 35, 23, 31, 00, 28, 24, 16, 27, 32, 35, 34, 03, 08, 03,
29, 03, 31, 04, 12, 34, 04, 29, 33, 05, 07, 21, 30, 11, 16, 27, 16, 02, 22, 36, 02, 12, 29, 27, 00, 15, 36, 02, 06, 22,
08, 36, 08, 30, 30, 19, 11, 15, 33, 07, 17, 02, 26, 02, 13, 19, 08, 02, 22, 35, 13, 09, 17, 29, 25, 31, 33, 05, 12, 27,
30, 06, 22, 02, 01, 07, 32, 09, 34, 25, 25, 02, 02, 11, 12, 06, 36, 04, 36, 33, 02, 04, 14, 01, 17, 28, 18, 02, 00, 35,
26, 23, 01, 05, 04, 18, 11, 15, 18, 28, 29, 05, 22, 33, 05, 33, 13, 11, 11, 08, 36, 24, 22, 29, 00, 04, 14, 31, 12, 02,
14, 35, 35, 15, 11, 11, 24, 01, 23, 27, 29, 03, 23, 29, 20, 00, 36, 16, 08, 09, 16, 19, 36, 16, 00, 14, 25, 24, 19, 18,
36, 02, 31, 16, 13, 26, 17, 02, 18, 27, 32, 19, 36, 10, 00, 31, 27, 27, 20, 19, 04, 05, 09, 25, 22, 33, 03, 18, 03, 10,

9, 22, 13, 0, 20, 10, 23, 12, 5, 16, 2, 6, 25, 12, 30, 19, 5, 12, 24, 30, 8, 29, 32, 32, 24, 14, 27, 8, 27, 36,
29, 13, 35, 8, 9, 24, 1, 36, 25, 27, 24, 20, 1, 9, 6, 6, 32, 8, 28, 21, 36, 0, 4, 22, 4, 34, 21, 21, 25, 5,
34, 9, 27, 36, 15, 4, 27, 13, 17, 32, 24, 35, 3, 3, 2, 26, 20, 11, 36, 9, 0, 7, 1, 4, 4, 12, 4, 26, 14, 17,
18, 29, 34, 24, 8, 33, 26, 21, 8, 9, 33, 6, 3, 33, 24, 30, 26, 32, 1, 30, 10, 7, 11, 8, 33, 20, 3, 17, 26, 10,
8, 31, 18, 29, 31, 34, 3, 35, 35, 11, 23, 28, 15, 18, 12, 22, 15, 23, 17, 13, 6, 2, 18, 12, 20, 20, 8, 31, 32, 32,
25, 11, 21, 7, 17, 15, 7, 20, 13, 30, 33, 28, 13, 5, 16, 35, 0, 18, 25, 8, 4, 35, 25, 22, 31, 29, 32, 4, 5, 8,
33, 13, 35, 28, 22, 26, 36, 28, 29, 1, 31, 6, 8, 16, 23, 9, 9, 5, 17, 26, 19, 4, 27, 18, 5, 11, 11, 17, 11, 29,
22, 29, 18, 21, 30, 20, 29, 22, 26, 6, 5, 32, 10, 36, 14, 20, 31, 2, 17, 0, 5, 17, 9, 0, 13, 28, 16, 24, 16, 17,
9, 30, 12, 4, 14, 0, 14, 33, 18, 33, 7, 0, 16, 30, 7, 29, 27, 10, 15, 22, 12, 5, 9, 16, 35, 23, 3, 34, 22, 5,
24, 0, 6, 6, 33, 29, 9, 29, 31, 0, 3, 3, 17, 32, 10, 20, 18, 12, 15, 36, 29, 14, 24, 0, 18, 33, 32, 36, 28, 26,
20, 29, 16, 34, 8, 25, 29, 14, 1, 5, 16, 17, 7, 13, 30, 30, 9, 4, 36, 36, 15, 22, 23, 17, 31, 12, 0, 13, 23, 33,
14, 30, 32, 36, 36, 36, 12, 5, 23, 3, 10, 23, 28, 20, 22, 0, 13, 3, 5, 20, 10, 8, 14, 34, 26, 16, 35, 11, 27, 3,
35, 33, 10, 12, 15, 33, 1, 36, 6, 20, 25, 22, 5, 14, 19, 22, 27, 21, 6, 8, 27, 14, 2, 32, 3, 18, 20, 12, 13, 31,
4, 24, 6, 26, 8, 33, 2, 27, 1, 36, 22, 13, 3, 23, 32, 10, 22, 1, 4, 34, 34, 11, 36, 25, 32, 36, 8, 31, 25, 15,
1, 22, 15, 11, 26, 22, 35, 23, 9, 21, 25, 3, 3, 15, 1, 17, 3, 26, 22, 23, 23, 30, 23, 21, 2, 33, 15, 33, 18, 24,
14, 29, 12, 11, 15, 23, 21, 27, 17, 23, 18, 11, 33, 34, 26, 28, 28, 30, 26, 35, 15, 10, 3, 34, 24, 24, 0, 32, 35, 20,
35, 0, 6, 10, 29, 12, 13, 17, 20, 3, 30, 24, 29, 3, 16, 29, 22, 13, 7, 24, 35, 4, 25, 28, 8, 2, 31, 6, 22, 21,
6, 7, 4, 34, 28, 11, 5, 19, 8, 33, 30, 16, 23, 20, 11, 2, 11, 29, 13, 22, 16, 13, 21, 16, 22, 21, 27, 22, 6, 34,
29, 35, 29, 11, 28, 26, 5, 34, 2, 7, 28, 29, 35, 3, 0, 35, 36, 25, 26, 10, 16, 9, 18, 0, 21, 20, 14, 27, 23, 11,
24, 24, 16, 36, 33, 36, 16, 20, 19, 8, 0, 1, 8, 29, 22, 34, 1, 11, 36, 20, 10, 14, 28, 19, 31, 5, 15, 19, 10, 22,
6, 5, 35, 33, 19, 2, 32, 17, 30, 20, 12, 29, 3, 15, 15, 1, 1, 20, 35, 14, 0, 1, 13, 20, 31, 25, 11, 18, 23, 27,
9, 25, 24, 19, 9, 21, 23, 23, 35, 5, 0, 34, 34, 1, 10, 1, 4, 35, 16, 23, 17, 32, 24, 27, 6, 30, 9, 20, 32, 22,
9, 36, 26, 35, 33, 33, 16, 7, 35, 25, 21, 22, 4, 31, 19, 13, 19, 20, 24, 3, 18, 15, 34, 21, 24, 32, 7, 36, 32, 31,
19, 15, 23, 29, 13, 24, 20, 26, 36, 9, 3, 4, 36, 22, 9, 30, 8, 19, 12, 25, 12, 29, 24, 28, 24, 26, 10, 27, 26, 14,
10, 24, 8, 10, 35, 6, 3, 22, 32, 23, 8, 2, 28, 3, 18, 19, 13, 25, 7, 22, 25, 10, 6, 13, 5, 11, 35, 10, 23, 11,
18, 6, 4, 31, 34, 34, 1, 5, 6, 21, 24, 9, 28, 19, 25, 20, 11, 29, 30, 6, 30, 32, 24, 22, 2, 30, 15, 30, 29, 29,
20, 3, 11, 6, 6, 26, 7, 31, 35, 2, 3, 15, 36, 16, 0, 6, 10, 14, 5, 32, 27, 5, 4, 15, 30, 2, 6, 23, 21, 7,
18, 32, 19, 6, 7, 10, 7, 4, 7, 33, 6, 12, 0, 26, 28, 32, 25, 0, 12, 35, 35, 9, 21, 5, 2, 23, 6, 21, 13, 4,
24, 30, 15, 31, 18, 29, 2, 16, 18, 34, 27, 26, 33, 18, 7, 2, 26, 1, 29, 21, 31, 35, 26, 18, 7, 35, 35, 9, 1, 18,
35, 20, 2, 11, 2, 31, 10, 15, 23, 7, 33, 2, 1, 14, 15, 29, 26, 3, 8, 1, 26, 13, 0, 13, 13, 16, 24, 31, 2, 33,
3, 36, 25, 24, 15, 35, 34, 32, 33, 1, 27, 36, 12, 13, 10, 36, 18, 4, 34, 19, 7, 36, 35, 22, 30, 21, 32, 28, 28, 22,
27, 26, 34, 21, 11, 17, 9, 20, 9, 26, 8, 9, 15, 32, 16, 2, 9, 33, 1, 26, 4, 2, 25, 16, 20, 32, 10, 27, 24, 18,
20, 22, 4, 32, 33, 8, 33, 12, 1, 8, 19, 3, 28, 4, 9, 11, 6, 16, 9, 8, 25, 3, 5, 32, 18, 15, 27, 6, 36, 19,
18, 11, 23, 28, 6, 16, 20, 23, 36, 27, 27, 3, 29, 31, 19, 30, 12, 18, 18, 35, 15, 13, 5, 25, 12, 25, 24, 7, 8, 29,
6, 9, 2, 28, 27, 9, 14, 17, 31, 6, 1, 2, 31, 6, 34, 6, 21, 31, 4, 34, 3, 21, 33, 22, 36, 0, 23, 14, 25, 22,
